age,income,dependents,has_property,has_car,credit_score,job_tenure,has_education,loan_amount,loan_period,delay_days
61,106548,1,0,1,389,39,0,152993,900,0
65,98969,9,1,0,878,5,0,359784,90,0
40,97225,0,0,1,573,31,1,131283,150,0
40,52450,4,1,1,645,29,0,156578,1500,8
72,74131,10,1,1,343,18,1,251304,750,0
54,44551,8,0,0,500,8,0,279970,1560,26
18,25177,2,0,1,485,12,1,185985,1470,36
71,94400,10,1,0,300,24,1,243920,1530,0
23,38924,4,0,0,764,9,0,115946,120,1
30,36893,4,1,0,517,7,1,174187,450,3
42,43921,8,1,1,816,26,1,139808,690,2
79,38849,1,1,1,748,16,1,128390,420,2
19,97351,9,0,0,516,19,0,170818,1530,0
57,25167,7,0,1,649,26,1,146838,90,3
23,23693,7,0,0,471,19,0,118063,960,14
74,83866,7,1,1,714,34,1,383552,1620,5
80,67871,10,0,1,334,13,0,315642,720,2
66,57312,5,1,0,586,32,1,471998,1740,42
75,73304,8,0,1,842,14,1,148501,1410,1
73,80815,0,0,0,872,1,0,455204,1620,10
44,58301,2,1,1,890,32,0,171497,1500,6
25,38309,7,1,0,593,7,0,171026,210,2
41,64768,0,0,1,585,22,0,169900,1650,5
74,44331,9,1,0,476,7,1,179421,1620,17
61,29984,10,0,1,707,12,1,322137,1080,34
49,39118,7,1,0,350,30,0,218425,1800,33
67,13722,5,0,0,566,7,1,139705,1560,50
31,39537,2,0,0,588,9,1,411896,900,26
54,87987,2,1,0,469,10,0,134920,1740,0
29,25438,3,1,0,891,19,0,184810,1230,27
53,37587,5,1,1,802,17,0,506313,630,32
56,104967,0,0,1,399,35,0,598765,1020,1
40,29213,6,1,0,895,4,1,143382,750,9
48,40486,6,0,0,690,34,0,291587,780,11
36,52318,4,1,0,351,23,0,129338,990,2
58,35437,6,1,0,896,5,0,210595,510,6
78,29577,10,0,1,675,30,1,727223,330,66
41,58598,6,1,1,708,30,1,168650,1740,8
28,22379,9,1,0,778,16,0,389162,600,36
39,59601,1,0,1,773,32,1,172805,420,0
18,41385,4,1,1,678,23,1,488810,270,15
34,88536,0,0,1,403,22,1,396748,1680,5
58,62644,8,0,1,854,0,0,136080,1680,5
43,51094,9,1,0,703,23,1,458327,1590,43
20,26114,10,0,1,323,6,1,100337,60,2
69,33974,5,0,1,807,31,0,362484,960,29
65,45361,0,1,1,456,23,1,509057,1230,45
27,30594,4,0,0,380,36,1,267186,1800,55
80,57944,5,1,1,699,26,0,115852,750,0
60,26151,8,1,1,534,23,1,103728,810,9
41,130143,10,1,1,411,23,1,492603,1740,0
58,45779,7,0,1,755,36,0,102897,180,0
50,150229,2,1,1,640,36,0,186925,540,0
45,45235,3,0,1,324,25,0,547515,570,25
45,53119,8,0,1,378,4,0,466487,930,18
48,46656,6,1,0,547,38,1,176471,1350,10
23,43346,10,0,0,512,20,1,392574,1800,54
78,32629,1,0,1,310,10,1,271150,1050,23
30,71570,10,0,0,348,38,0,104436,360,0
79,38388,2,1,1,337,17,0,127215,390,2
75,49215,0,0,0,732,24,1,183887,1110,6
80,45523,7,1,0,537,30,0,275310,60,2
37,142038,2,0,0,797,30,0,276017,240,0
67,13928,6,1,1,671,13,0,145484,1560,52
63,43452,2,1,1,678,34,0,448618,600,17
24,29775,6,0,0,700,20,0,295929,1050,29
54,81337,6,1,0,457,37,0,339922,30,0
24,55182,8,1,1,796,30,1,249430,930,4
69,148656,4,1,0,646,30,1,118870,930,0
53,67488,5,0,1,475,23,1,290071,1770,11
74,76164,2,1,1,484,40,1,273906,1350,2
78,42453,0,0,0,755,12,0,165694,1110,8
21,36553,2,1,0,617,21,0,124071,1020,8
22,131723,6,0,1,388,1,1,172369,180,0
38,98080,3,0,0,821,8,0,124121,750,0
21,87244,5,0,1,837,16,0,148211,1770,1
41,142765,8,1,1,404,1,1,307241,900,0
78,26272,9,1,0,698,24,1,207064,630,13
21,55396,4,1,0,865,7,0,116260,630,0
61,25716,1,1,1,626,15,0,278247,240,11
59,26401,5,1,0,884,29,0,251480,270,9
47,30650,3,0,1,695,20,1,138407,1290,18
61,61316,8,1,1,554,5,0,118528,720,0
65,49695,8,0,0,432,13,0,294740,870,8
45,50828,1,0,0,560,38,1,310076,1050,10
50,83178,7,0,0,493,18,0,129058,1440,0
54,32780,8,0,0,770,21,0,159752,930,10
76,46557,8,0,0,530,29,0,173810,330,1
30,40540,10,0,0,326,0,1,343180,810,16
19,86457,0,1,0,897,4,1,109408,90,0
40,37597,10,0,1,300,14,0,390039,1050,31
47,107841,5,1,0,429,16,0,415469,1110,0
46,69757,4,0,1,334,38,1,192552,300,0
43,44967,0,1,0,627,2,0,405253,180,6
60,36842,8,1,1,683,21,0,240243,720,9
49,10000,4,1,1,813,11,0,367059,1800,107
53,30405,5,0,0,741,37,0,305323,1080,31
27,46081,10,0,1,766,27,1,648152,840,50
78,60793,1,1,0,487,29,0,136371,1770,6
47,200379,1,0,1,604,13,1,274497,540,0
52,48082,7,0,1,851,3,0,145215,1140,5
43,37823,0,0,0,894,2,1,256886,1050,16
45,63426,3,0,0,850,11,0,287198,810,2
56,53008,1,1,0,896,3,1,124036,60,0
29,40427,7,0,1,507,28,0,123326,1650,16
30,40061,0,1,0,731,28,1,151610,960,7
42,66213,5,1,0,344,26,0,162315,1290,2
47,38332,4,1,0,630,19,1,212841,660,6
63,111910,1,0,1,506,1,1,445675,660,0
46,30022,2,1,0,485,27,0,271598,1680,51
36,25099,5,0,1,303,28,1,153399,1680,40
80,109652,6,1,1,551,24,1,250191,150,0
23,40276,8,0,1,456,33,1,282459,780,11
23,96924,10,0,0,673,14,1,103760,1320,0
60,58451,0,0,1,310,24,1,462350,1470,28
25,81593,4,0,0,828,34,0,324653,270,0
62,46288,1,1,0,797,27,0,368212,570,9
21,28997,5,0,0,684,14,0,293055,870,24
58,45439,3,1,0,693,32,1,334497,600,8
26,45068,7,1,0,503,29,1,260616,780,7
65,56923,3,0,0,666,31,0,174722,1650,8
32,57979,0,0,0,828,26,0,123964,150,0
76,43576,7,1,0,699,38,1,294325,1170,17
74,71634,6,1,0,351,22,0,256128,390,0
33,12164,9,0,0,609,28,0,153175,240,11
52,41274,9,0,1,657,3,1,226562,1320,17
64,63585,6,0,1,550,7,1,130104,990,1
36,29739,4,0,1,363,0,0,661182,1110,90
39,152999,1,0,0,486,31,1,301772,1680,0
56,69366,3,1,1,407,16,1,195231,1800,5
67,26106,8,1,1,612,3,1,374297,1530,66
60,139876,6,1,1,503,26,0,555515,540,0
67,119990,10,1,0,869,38,1,197858,1380,0
22,160005,4,0,0,842,21,0,709248,210,0
80,43893,0,1,0,475,17,1,197869,180,1
67,26689,9,0,1,825,25,0,157014,360,6
35,72854,9,1,1,604,29,1,133127,840,0
44,46205,0,0,0,342,30,1,407184,510,10
54,81421,4,0,0,423,17,1,424052,1620,8
19,33715,4,1,0,661,29,0,354730,990,29
61,22668,5,0,0,339,4,1,284430,210,13
32,63607,2,0,1,875,6,1,281039,90,0
57,137996,10,1,1,341,1,0,305379,1710,0
31,38160,0,1,1,636,24,1,348479,810,18
22,83618,8,1,1,654,10,1,332319,810,0
30,46851,5,1,1,638,30,1,596557,300,21
41,47747,7,1,0,354,20,0,280278,1440,19
24,45102,3,0,1,477,34,1,491822,810,26
76,37927,8,0,0,610,21,0,317975,840,16
78,21192,1,1,1,564,27,0,118354,210,5
33,28350,5,1,0,663,11,1,394788,360,21
61,32829,4,0,0,707,2,0,133579,60,1
32,82393,8,1,0,401,15,1,595125,300,2
53,20940,10,0,0,744,17,0,171410,660,14
78,59638,8,1,1,781,5,1,221461,810,2
70,85268,1,1,0,353,10,1,366540,1230,2
80,42791,9,1,1,781,16,1,223971,90,1
57,28927,10,1,0,353,19,1,488136,420,34
78,70853,10,0,1,501,2,0,204619,330,0
18,54661,6,1,0,535,19,0,142651,1260,4
21,111239,5,0,0,565,22,1,293555,930,0
70,39415,1,0,0,575,40,1,167114,1530,18
24,132286,9,1,1,330,32,0,134532,1410,0
67,96437,10,0,1,572,3,1,322641,960,0
60,94100,0,0,0,621,32,1,134349,1080,0
23,51599,5,1,1,874,1,0,248089,1110,8
72,26811,8,1,1,532,15,0,175430,930,16
31,66696,9,0,1,744,10,1,349430,720,2
77,49172,8,1,0,871,38,0,559459,960,36
21,14607,3,0,0,693,36,0,196866,1620,60
48,184328,9,0,1,514,16,1,107461,270,0
34,36673,1,1,1,648,8,1,476347,1020,45
72,169695,0,1,1,377,6,0,162673,150,0
45,69986,5,0,0,445,15,1,104536,1680,2
21,70757,5,0,0,594,15,1,210808,1470,3
22,21462,7,0,0,862,8,0,109495,360,6
27,64278,8,0,0,877,25,0,293173,1110,4
73,67772,7,0,1,819,38,1,266939,450,0
67,10000,6,0,0,756,0,1,250544,1800,83
25,30643,6,0,1,496,3,0,301818,930,25
78,96495,10,0,0,545,39,1,121702,1620,0
58,54420,9,0,0,673,38,0,617948,420,18
51,45151,0,1,0,340,8,0,252506,1650,24
24,24675,10,0,0,430,38,0,537297,930,69
74,107290,8,0,1,816,2,0,241570,690,0
74,52995,5,0,1,742,5,1,200693,720,2
45,44406,0,1,1,801,23,1,270445,570,5
67,24772,5,1,0,430,25,0,187004,1110,24
62,67466,3,1,0,777,5,0,364156,1380,9
51,55966,4,1,1,706,9,1,369758,1650,26
79,55523,0,0,1,769,14,1,115582,1020,2
73,44899,8,1,0,722,27,0,305467,1140,16
25,69562,4,1,0,379,7,1,204772,1350,2
80,29867,0,1,1,525,8,0,262824,1380,37
35,61993,10,0,1,333,15,0,225682,1440,6
62,38486,6,0,1,687,36,1,155846,270,2
53,35724,8,0,0,808,33,0,134169,1230,12
67,42653,2,0,0,820,20,0,344335,120,4
26,70178,2,1,0,327,4,0,497305,930,8
44,49025,2,1,0,798,20,1,109161,600,1
41,45328,0,0,1,335,32,0,266682,150,2
19,73263,9,0,0,740,5,1,100314,420,0
51,54057,1,0,1,689,6,1,298489,930,6
30,32188,9,1,1,329,27,1,248200,210,5
48,24415,1,1,1,581,32,0,299689,750,26
58,25090,1,0,0,656,39,0,261016,1650,56
55,81134,2,0,0,579,10,1,154094,540,0
18,14980,5,1,1,704,27,0,174423,870,26
53,69083,8,0,1,657,40,1,222691,630,0
80,38115,10,0,1,559,14,0,475722,1110,46
31,43143,5,0,0,353,14,1,146095,570,2
29,42684,6,1,0,641,13,1,254274,720,7
34,37150,10,1,1,441,40,1,231572,1290,20
30,49999,9,0,1,873,39,0,132953,1350,6
61,28905,8,0,1,847,31,1,191695,930,15
33,292081,0,0,0,538,27,1,112388,1200,0
41,48824,5,1,1,875,29,0,131788,150,0
57,45812,9,1,0,430,18,1,298493,810,9
31,37022,0,0,1,728,5,1,251567,120,3
69,54167,9,1,1,724,28,1,407023,240,4
66,10000,4,1,1,430,40,0,301295,360,32
72,53094,10,0,0,594,31,0,154155,300,0
25,40534,1,1,0,820,17,0,197241,780,6
58,38301,6,1,1,693,1,1,171107,750,6
25,20214,5,1,1,472,20,1,104868,840,14
69,185450,2,0,1,393,39,1,353445,1200,0
60,86472,3,1,0,761,15,1,149899,630,0
19,64480,10,1,1,816,11,0,551572,240,5
67,32757,1,0,1,415,0,1,531600,810,51
63,87613,10,0,1,505,14,0,240730,1770,2
59,45652,0,0,0,466,0,0,335102,270,4
68,46528,4,0,0,628,21,0,228538,300,2
36,81316,7,1,0,867,20,1,651498,1770,34
68,56937,9,1,1,649,34,0,216394,510,1
63,54912,2,1,0,452,1,1,122683,1230,3
75,61385,6,1,0,662,5,0,189501,1170,2
63,39444,1,1,1,827,8,0,214917,390,3
77,63165,0,1,0,859,25,1,184527,1590,5
64,55945,2,0,0,435,5,1,189825,780,2
66,27222,2,1,1,774,17,0,251060,1320,37
18,13011,1,0,1,729,27,0,140395,150,9
40,31589,2,0,0,863,21,1,200272,900,14
39,91258,6,0,0,501,0,0,330559,1680,2
43,56007,4,0,1,697,1,1,126305,210,0
35,86100,7,0,1,791,6,1,395416,360,0
33,82112,8,0,1,613,27,1,184782,540,0
41,34000,3,1,1,807,29,1,179007,540,5
45,39284,9,1,0,794,12,0,320044,1410,33
25,158751,4,1,0,850,21,1,122850,720,0
41,80383,7,0,0,458,28,1,104893,780,0
47,35439,7,0,0,361,20,0,377744,150,9
35,200116,8,1,1,494,39,1,195577,1710,0
70,30326,0,1,1,647,30,0,677097,390,60
61,45606,8,0,0,769,17,1,216177,1500,16
68,38800,2,1,0,331,17,1,217719,990,11
42,31086,2,0,0,663,1,1,238534,1170,24
66,41455,1,1,1,442,25,0,107434,120,0
69,40907,4,1,0,584,26,0,386200,1260,34
68,48410,7,0,0,686,15,1,228125,390,2
68,47492,1,0,1,634,37,1,269952,1380,16
59,53090,9,0,1,476,27,1,235530,510,2
29,45622,8,1,1,527,27,0,169653,1080,6
39,23782,1,0,1,406,16,1,150273,1620,39
25,35193,1,0,1,330,1,0,245292,1170,20
33,34875,10,0,1,820,16,1,470723,660,32
57,94679,4,1,0,729,14,0,105462,600,0
57,43680,2,0,1,426,34,0,174553,1020,7
24,76587,8,0,0,593,11,1,326518,1590,6
29,30175,3,0,1,658,36,1,216018,90,4
29,59783,3,0,1,589,16,0,233433,960,3
40,65638,2,1,1,836,14,1,349025,300,1
48,42550,8,0,0,372,6,0,570014,180,19
68,33008,10,0,1,637,18,0,129170,1170,13
60,29687,10,0,1,733,7,1,129270,180,2
60,43080,6,0,1,359,24,0,100460,1560,11
65,31395,9,0,1,648,22,0,372136,1020,36
44,11168,4,1,0,895,22,1,272253,690,39
77,75817,8,1,1,563,8,1,189363,90,0
68,51986,7,1,0,333,25,0,443761,1680,43
47,40472,9,0,1,815,27,0,173919,1740,23
65,54617,6,0,0,576,23,1,124240,1050,2
27,59463,8,1,1,795,0,0,277034,1080,5
18,37721,1,0,0,841,30,1,250029,90,3
44,37678,4,0,0,767,17,1,165217,1710,25
20,44883,8,0,0,319,16,1,365455,660,11
77,91495,2,0,1,644,16,0,321485,390,0
32,43926,5,1,0,300,31,0,115304,1050,4
55,101917,4,0,0,317,18,1,102099,420,0
27,76359,9,1,1,319,37,0,204876,690,0
63,83330,9,0,1,732,17,0,113349,900,0
30,83762,1,1,0,841,28,1,189834,1500,1
62,28747,10,0,1,387,5,1,125080,1680,30
37,42624,9,0,1,886,14,0,205680,1200,12
70,91083,10,0,1,751,24,1,319256,630,0
30,78332,8,0,1,876,21,1,139809,1200,0
46,38480,3,1,0,327,20,0,305728,120,4
24,29045,4,0,1,600,23,0,148823,270,4
61,103521,10,1,0,688,0,1,141395,930,0
41,37723,10,0,0,379,29,1,220225,810,9
63,26475,0,0,0,605,28,1,248264,330,10
32,40166,1,1,0,599,37,1,328749,240,6
42,39497,2,0,1,825,9,1,160681,930,7
27,60560,6,0,0,840,5,1,411999,1200,14
28,24651,1,0,0,885,35,1,283797,660,21
41,111426,6,1,1,689,14,1,139382,240,0
78,48483,8,0,1,511,9,1,205038,150,1
66,35401,3,0,1,572,31,0,173362,1620,26
51,66814,6,1,1,304,4,0,459862,690,5
65,27947,9,1,0,816,29,0,182333,240,5
72,77744,3,0,0,842,12,0,144101,870,0
70,42656,4,1,1,631,5,1,383467,1350,34
36,125176,1,1,0,578,27,0,100684,240,0
68,36254,5,1,0,888,12,0,296226,840,16
52,52555,9,0,0,604,30,0,249140,1260,9
23,83438,3,1,0,852,16,0,243848,1110,0
20,20464,5,0,0,726,24,1,239697,420,15
79,77930,9,1,0,549,5,1,220483,1470,2
71,91252,6,1,1,445,26,1,119870,900,0
28,43668,9,1,1,310,26,1,144582,720,3
76,15719,7,0,1,433,26,1,234438,1590,63
49,68707,0,0,0,412,20,1,106893,30,0
42,61846,1,0,1,686,37,0,118058,570,0
35,39461,9,0,0,514,28,0,108486,810,4
79,45228,5,0,0,564,32,0,118901,210,0
47,20298,4,0,0,488,27,1,140545,1230,27
72,58362,8,0,0,541,26,0,401003,630,6
62,70666,7,1,1,679,11,0,219559,1140,1
22,87346,8,1,0,861,36,0,155201,390,0
33,29708,1,0,0,496,27,1,206353,1530,34
68,26190,10,0,0,833,13,0,168302,960,16
51,47971,9,0,1,570,6,0,124884,690,2
37,73499,0,1,1,520,11,0,364818,1110,3
68,39353,5,0,0,752,25,1,444136,810,28
55,106758,2,1,1,417,11,0,111924,870,0
18,36574,9,0,0,675,31,1,142314,1110,10
78,66333,10,1,1,328,23,1,187031,1290,2
21,111718,8,0,0,807,10,0,113599,180,0
39,17180,7,1,1,630,19,1,118780,870,18
28,64233,10,0,1,318,23,0,221142,660,1
26,67002,10,1,0,540,34,0,298211,90,0
70,113366,10,1,1,802,15,1,323770,1770,0
58,84301,5,1,0,812,35,1,121632,1380,0
45,96477,7,0,0,810,4,0,551576,600,1
23,42418,0,1,0,776,33,1,106206,510,1
69,56896,4,1,0,768,1,0,328841,1710,22
59,42354,1,0,0,764,17,0,115594,930,4
50,77688,9,0,0,730,28,0,455874,540,1
47,304841,9,1,0,461,23,1,158917,1350,0
43,52862,1,1,0,655,3,0,101134,780,1
24,82659,8,1,0,838,29,0,355742,1260,2
44,58686,8,0,1,865,2,0,354863,120,1
33,31085,5,0,0,378,38,0,103311,1710,25
38,47407,1,1,1,404,19,0,308353,120,2
76,67323,1,1,0,841,37,1,460690,780,6
63,69196,8,1,1,415,16,1,134717,1230,1
26,78276,8,1,0,636,25,0,174429,1740,2
51,99530,4,1,1,562,3,0,105742,750,0
31,96274,8,0,1,792,16,0,154066,1080,0
59,37239,7,0,1,705,18,1,102072,510,2
19,45843,9,0,0,614,4,0,322501,1800,39
48,34484,9,1,0,807,40,0,380050,780,24
73,20703,6,1,1,553,23,1,110986,1620,37
55,71922,10,0,0,754,12,0,108951,1260,0
29,76281,7,1,1,863,31,1,275892,1110,1
63,96805,5,1,0,772,5,1,314947,210,0
75,105636,5,1,0,871,17,1,364394,1560,0
33,86498,5,1,1,483,29,1,643482,480,3
73,32315,10,0,1,866,21,1,494668,540,34
80,12101,9,0,0,554,38,0,384937,810,60
36,67086,2,1,0,382,13,1,126398,240,0
26,43033,0,0,1,727,12,0,318015,330,5
33,114584,0,1,1,641,13,1,138701,780,0
20,95567,6,0,0,860,12,0,320662,90,0
44,47149,1,1,1,864,32,0,636880,1590,77
67,35582,0,1,1,868,30,1,297765,1050,22
76,36218,6,1,0,609,34,1,549811,180,24
77,22964,4,0,0,808,11,0,189835,1590,45
55,32781,2,1,1,645,29,1,201580,1230,20
63,53523,8,0,1,425,25,1,298621,1080,9
37,56973,1,0,1,329,10,0,385892,660,6
76,17862,3,0,1,669,27,0,133244,120,6
43,61586,0,1,0,837,17,1,113620,870,0
49,91490,9,0,0,322,4,0,281412,1710,1
64,116352,3,1,0,788,19,0,158490,300,0
48,38252,8,0,1,643,24,0,573281,1350,71
63,89208,1,0,1,756,12,0,225647,1500,0
72,39437,3,0,0,726,28,0,176121,1110,10
80,33951,3,1,0,522,13,0,234323,1350,26
39,122723,9,0,0,425,33,0,732177,1530,3
31,77943,7,0,0,811,20,1,155504,330,0
76,41095,2,0,1,838,19,0,519211,1470,63
76,25405,8,1,0,818,7,0,549266,450,50
19,44198,0,1,0,724,18,0,238237,480,3
45,93864,1,0,0,339,34,0,316138,360,0
56,14418,8,1,1,352,3,1,186735,90,9
48,131457,4,0,1,334,32,1,143607,930,0
66,50795,2,0,0,637,33,0,629451,930,43
29,128344,0,1,1,790,40,0,254640,390,0
77,48992,8,0,1,771,3,1,302964,240,2
57,79822,9,0,0,837,28,0,593217,750,6
50,43260,7,0,1,447,5,0,247954,660,6
40,18764,9,0,1,780,28,0,127439,540,11
43,28122,5,0,1,790,40,1,276306,1410,43
47,55584,10,1,1,832,33,0,246593,1050,5
55,145125,3,1,0,380,35,1,211560,1500,0
77,44021,8,1,0,787,31,0,139082,480,1
43,41062,8,1,1,891,20,1,239012,1410,20
52,91678,8,1,1,443,4,0,279942,630,0
19,245131,5,0,1,881,18,0,130483,390,0
58,28080,7,0,0,557,26,0,157899,960,14
35,143291,5,0,0,688,19,1,367951,1800,0
25,49771,2,0,0,372,37,1,647352,1500,71
73,27612,1,1,1,624,37,0,281824,1380,44
25,51803,10,1,0,492,36,1,306324,1740,26
61,18680,3,1,1,557,10,0,304257,1710,75
21,43858,9,1,1,524,13,1,126482,450,1
26,48982,5,1,0,810,32,1,314108,1740,31
49,93581,2,1,0,385,24,1,296276,1650,1
43,94679,4,1,0,393,27,0,354249,870,0
22,42842,1,0,0,645,38,0,157870,210,1
74,25516,7,1,1,470,37,0,356818,1260,54
46,33571,2,0,1,652,3,1,231987,1410,28
59,71645,4,0,1,411,12,1,103117,690,0
59,99311,1,1,0,451,24,1,192197,270,0
35,28623,1,0,0,854,24,0,419526,1620,73
76,82562,3,0,1,399,25,0,127765,1380,0
51,35116,1,0,0,683,6,0,132498,1560,19
36,35100,1,1,0,516,34,1,180701,720,7
43,34497,1,0,0,557,32,1,229991,900,14
65,68247,4,1,0,833,24,1,208027,1590,4
75,52318,1,0,0,334,10,1,110939,1110,2
66,158685,7,0,1,442,36,1,178597,1200,0
56,40002,10,0,0,406,35,1,228655,780,8
76,46318,1,0,0,847,5,0,137865,180,0
78,62629,1,1,1,359,9,1,251332,1230,4
37,82960,9,0,0,422,16,0,315847,750,0
59,67325,4,1,0,884,13,1,136277,1200,1
67,73847,7,1,0,569,29,0,202861,390,0
33,30652,8,0,0,858,16,1,148000,420,4
23,81751,0,0,1,517,16,0,750229,210,6
80,37617,9,0,1,848,27,1,202234,1800,33
25,90396,2,1,0,427,35,1,180975,750,0
49,68639,3,0,0,573,9,0,119127,420,0
25,32437,1,0,1,867,30,1,478588,1020,52
57,31554,6,1,0,696,15,1,556716,1800,102
72,57984,5,1,1,882,8,0,104551,1110,1
24,46772,4,0,0,739,11,1,162537,510,2
24,85475,5,0,1,855,0,1,206093,1530,1
79,52300,0,1,0,588,25,0,238678,1350,10
30,95334,8,1,0,570,40,1,159518,1440,0
43,95329,8,0,1,763,0,0,190821,300,0
39,31408,8,1,0,628,30,1,301972,570,14
35,47043,8,1,0,685,15,0,279040,780,7
37,70586,1,1,0,386,16,0,262816,1680,6
46,49072,9,0,1,824,5,0,157093,1080,4
52,54268,3,0,1,837,31,0,327586,210,2
31,43527,1,0,1,814,32,0,238072,480,4
68,49321,3,1,0,834,31,1,503107,360,12
72,23280,6,1,0,878,32,1,116540,690,10
42,37699,10,1,1,687,9,1,176388,1170,13
24,74709,1,1,1,885,1,0,379355,270,0
49,83702,3,0,0,528,34,0,164877,1470,0
58,18540,7,0,0,622,10,0,414375,660,48
62,82314,3,0,1,877,35,1,116191,1290,0
28,54990,3,0,0,431,1,0,227587,1560,11
46,35033,9,0,0,412,33,1,241396,1290,24
37,75957,7,0,1,307,36,1,288129,450,0
51,50365,6,1,0,749,27,1,168726,870,3
52,10932,9,1,1,411,25,1,342298,1800,99
70,61578,10,0,1,379,27,1,136895,600,0
43,70124,0,1,1,859,3,1,218361,1170,2
22,116708,3,0,0,657,2,0,280937,1170,0
61,10000,4,1,1,809,33,1,327967,960,60
57,77292,3,1,0,797,27,0,192072,1260,1
78,83502,6,0,0,677,3,1,218286,840,0
26,19290,9,0,1,637,29,1,222264,900,28
35,79773,6,0,1,541,8,1,394727,1380,5
19,93442,4,1,0,384,8,1,125602,870,0
23,52488,8,0,1,699,2,0,242575,1620,15
68,69514,6,0,1,576,24,1,285627,870,1
57,29761,5,1,0,306,19,1,139041,960,11
40,23838,2,1,0,381,32,1,183908,870,18
36,41359,9,0,0,450,40,0,164580,60,1
43,12271,5,1,0,307,37,0,115076,840,22
62,46427,3,1,0,453,15,0,394558,1350,31
50,106250,2,0,1,511,23,1,314621,1470,0
62,29963,0,0,0,450,36,0,173379,1170,18
38,45160,2,1,0,311,4,0,206008,630,3
52,43353,7,1,0,828,21,1,303165,1500,28
20,101780,4,1,0,543,34,0,249898,1260,0
37,57679,9,1,1,361,0,1,454525,1590,32
68,31663,2,1,0,710,13,1,217962,330,6
49,69919,4,0,0,436,2,0,307880,630,1
19,36648,2,0,1,357,40,1,189479,480,4
75,45016,7,0,0,359,11,1,298028,1650,30
18,41116,3,0,1,668,11,1,122512,1020,5
70,27715,10,1,0,388,40,1,218594,1470,37
53,45755,1,0,1,380,33,0,119960,420,1
55,37459,4,1,0,592,21,1,145726,1080,9
68,110128,7,0,1,599,28,0,121420,1320,0
79,167200,5,1,0,633,36,0,262905,1110,0
51,43918,3,1,0,820,34,0,649894,1680,89
51,53503,2,1,1,680,33,0,231867,360,1
47,22662,1,1,0,814,17,1,139175,870,15
44,27085,6,0,1,315,16,0,226353,1740,51
38,26795,0,1,0,453,35,1,127267,840,11
47,16732,7,0,0,519,28,0,296879,210,18
54,87094,4,0,1,696,9,1,878924,1380,44
43,51072,6,1,0,878,27,1,575198,1320,50
34,30959,6,1,1,746,34,1,371668,1140,42
70,32444,3,0,1,644,13,1,154772,1560,25
54,143809,0,1,0,525,29,0,258263,1080,0
50,41626,2,0,1,780,16,1,103898,1050,5
31,40618,1,0,1,341,30,0,180050,1590,20
22,128290,1,1,0,614,36,0,137828,1410,0
67,71532,1,0,0,403,25,1,118547,60,0
64,62858,0,0,1,766,18,1,164202,1140,2
72,10000,7,1,1,337,8,1,211614,1560,67
52,71765,0,0,0,469,13,0,311042,630,1
61,66866,7,1,1,779,39,0,172733,1050,1
21,72434,7,0,1,691,28,1,285769,450,0
19,55042,7,1,0,764,34,1,220521,1650,12
74,132589,2,1,0,537,33,1,161512,300,0
41,43178,5,0,1,792,0,0,199719,480,3
43,35645,1,0,0,522,30,1,402873,900,30
52,15481,6,0,0,839,26,1,372379,930,58
36,122150,4,0,0,472,19,1,182702,60,0
67,53663,10,1,1,720,29,1,125463,1770,9
41,49553,8,1,1,762,1,1,288305,570,4
70,79531,5,1,0,337,26,1,124014,450,0
63,44692,7,0,0,798,34,1,114451,1530,10
47,28387,2,0,1,406,15,0,101891,240,2
77,100347,2,1,0,754,16,1,233311,1440,0
78,38027,9,0,1,630,33,0,104276,30,0
54,128805,9,1,1,731,20,0,108284,420,0
23,93229,5,1,1,308,10,1,150866,900,0
39,101257,8,1,0,322,1,0,661687,1290,6
65,28606,0,1,0,503,21,0,334185,1770,66
25,57547,3,0,0,571,10,0,145712,600,0
45,18813,2,1,0,530,25,1,120315,1260,28
27,108560,6,0,1,834,5,1,136889,660,0
53,132917,5,0,1,427,11,1,703379,1560,1
35,60166,3,0,1,390,13,0,387142,1800,27
25,56470,4,1,1,890,1,1,264142,960,4
59,19891,3,0,0,388,24,1,260789,750,27
30,59466,8,1,1,838,26,0,111366,90,0
42,56264,1,1,0,405,27,1,166602,360,0
34,31036,6,0,1,725,7,0,239623,1710,45
51,45144,0,0,1,568,21,0,121137,1800,15
68,35873,9,0,0,616,34,0,304850,930,19
34,52544,6,1,0,686,24,1,684305,750,42
30,101169,7,0,0,627,33,0,247352,750,0
80,39461,10,1,0,795,17,1,222987,30,2
80,72024,8,0,0,489,29,1,284337,810,1
27,42928,0,0,1,307,7,0,216502,1470,18
50,57210,7,1,1,760,6,0,288411,1800,19
45,49116,10,1,0,461,19,0,143072,1500,9
36,63864,7,0,1,722,14,1,157470,90,0
60,69079,2,0,0,602,0,0,152959,720,0
48,38728,1,1,0,798,6,0,140488,600,3
48,38629,6,0,1,830,32,0,243363,570,7
26,19754,8,1,1,340,36,0,199168,510,14
73,55286,8,1,0,376,6,1,165485,990,2
53,17919,3,1,1,454,22,0,193426,1290,41
65,53773,0,0,0,301,30,0,150872,1410,6
38,39456,3,1,0,829,21,0,107833,900,4
61,44357,0,1,1,474,10,0,137499,480,1
48,66895,9,0,1,490,24,0,124740,1710,3
72,40183,1,1,0,410,39,1,189852,1050,10
43,48259,10,0,1,551,33,0,235318,240,1
23,107023,3,0,0,348,34,1,405760,720,0
